Date,Product_ID,Product_Name,Category,Base_Price,Current_Price,Discount,Actual_Price,Competitor_Price,Units_Sold,Inventory,Holiday_Flag,Weekend_Flag,Month,Day_of_Week,Quarter,Revenue,Price_Gap,Price_Gap_Pct,Inventory_Level,Season,Is_Discounted,Price_to_Base_Ratio
2023-03-17,HEAD001,Headphones Z,Headphones,5000,5595.49,0.0,5595.49,5692.25,74,165,0,0,3,4,1,414066.48,-96.76000000000022,-0.016998550660986468,Medium,Spring,0,1.119098
2023-03-18,HEAD001,Headphones Z,Headphones,5000,5684.44,0.0,5684.44,4753.35,78,87,0,1,3,5,1,443386.15,931.0899999999992,0.19588079985694282,Low,Spring,0,1.136888
2023-03-19,HEAD001,Headphones Z,Headphones,5000,4343.65,0.2,3474.92,4972.35,76,377,0,1,3,6,1,264093.74,-1497.4300000000003,-0.30115136705984097,High,Spring,1,0.694984
2023-03-20,HEAD001,Headphones Z,Headphones,5000,4622.81,0.2,3698.25,4633.89,289,88,0,0,3,0,1,1068793.61,-935.6400000000003,-0.20191243210348114,Low,Spring,1,0.73965
2023-03-21,HEAD001,Headphones Z,Headphones,5000,5563.23,0.1,5006.91,4604.93,97,242,0,0,3,1,1,485670.24,401.97999999999956,0.08729340076830691,Medium,Spring,1,1.001382
2023-03-22,HEAD001,Headphones Z,Headphones,5000,5535.85,0.15,4705.47,5529.3,139,103,0,0,3,2,1,654060.25,-823.8299999999999,-0.14899354348651725,Low,Spring,1,0.9410940000000001
2023-03-23,HEAD001,Headphones Z,Headphones,5000,5285.48,0.05,5021.21,5890.05,108,211,0,0,3,3,1,542290.69,-868.8400000000001,-0.14750978344835786,Medium,Spring,1,1.004242
2023-03-24,HEAD001,Headphones Z,Headphones,5000,4747.43,0.05,4510.05,5001.16,145,66,0,0,3,4,1,653957.83,-491.1099999999997,-0.09819921778147464,Low,Spring,1,0.9020100000000001
2023-03-25,HEAD001,Headphones Z,Headphones,5000,5015.86,0.0,5015.86,4239.91,62,373,0,1,3,5,1,310983.05,775.9499999999998,0.18301096013830478,High,Spring,0,1.003172
2023-03-26,HEAD001,Headphones Z,Headphones,5000,5453.59,0.15,4635.55,5722.84,167,206,0,1,3,6,1,774137.67,-1087.29,-0.1899913329745371,Medium,Spring,1,0.92711
2023-03-27,HEAD001,Headphones Z,Headphones,5000,5678.58,0.0,5678.58,4657.65,74,132,0,0,3,0,1,420214.93,1020.9300000000003,0.2191942288493125,Low,Spring,0,1.135716
2023-03-28,HEAD001,Headphones Z,Headphones,5000,5377.74,0.05,5108.85,5623.89,125,356,0,0,3,1,1,638606.35,-515.04,-0.09158073859908354,High,Spring,1,1.02177
2023-03-29,HEAD001,Headphones Z,Headphones,5000,4719.38,0.0,4719.38,5717.01,107,249,0,0,3,2,1,504973.59,-997.6300000000001,-0.17450205614473302,Medium,Spring,0,0.943876
2023-03-30,HEAD001,Headphones Z,Headphones,5000,5307.56,0.2,4246.05,5483.96,220,391,0,0,3,3,1,934130.8,-1237.9099999999999,-0.22573286457231634,High,Spring,1,0.84921
2023-03-31,HEAD001,Headphones Z,Headphones,5000,4628.47,0.2,3702.78,5746.09,255,136,0,0,3,4,1,944208.31,-2043.31,-0.35560006891642837,Low,Spring,1,0.740556
2023-04-01,HEAD001,Headphones Z,Headphones,5000,4330.45,0.05,4113.93,5434.93,134,259,0,1,4,5,2,551266.56,-1321.0,-0.24305740828308736,Medium,Spring,1,0.822786
2023-04-02,HEAD001,Headphones Z,Headphones,5000,5523.65,0.1,4971.28,4766.79,122,137,0,1,4,6,2,606496.44,204.48999999999978,0.042898890028719494,Low,Spring,1,0.9942559999999999
2023-04-03,HEAD001,Headphones Z,Headphones,5000,5504.66,0.0,5504.66,5097.82,73,64,0,0,4,0,2,401840.42,406.84000000000015,0.0798066624557164,Low,Spring,0,1.100932
2023-04-04,HEAD001,Headphones Z,Headphones,5000,5330.58,0.0,5330.58,5022.23,66,400,0,0,4,1,2,351818.02,308.35000000000036,0.061397028809911214,High,Spring,0,1.066116
2023-04-05,HEAD001,Headphones Z,Headphones,5000,4941.35,0.05,4694.28,5657.42,146,254,0,0,4,2,2,685364.9,-963.1400000000003,-0.1702436799813343,Medium,Spring,1,0.9388559999999999
2023-04-06,HEAD001,Headphones Z,Headphones,5000,5314.08,0.2,4251.27,4210.8,205,249,0,0,4,3,2,871509.65,40.470000000000255,0.009611000284981536,Medium,Spring,1,0.8502540000000001
2023-04-07,HEAD001,Headphones Z,Headphones,5000,5256.52,0.0,5256.52,5394.05,88,161,0,0,4,4,2,462573.71,-137.52999999999975,-0.025496612007675074,Medium,Spring,0,1.051304
2023-04-08,HEAD001,Headphones Z,Headphones,5000,5568.92,0.15,4733.58,5450.74,142,346,0,1,4,5,2,672168.56,-717.1599999999999,-0.13157112612232466,High,Spring,1,0.946716
2023-04-09,HEAD001,Headphones Z,Headphones,5000,4861.67,0.05,4618.58,5772.76,138,208,0,1,4,6,2,637364.55,-1154.1800000000003,-0.19993555942045058,Medium,Spring,1,0.923716
2023-04-10,HEAD001,Headphones Z,Headphones,5000,5692.12,0.05,5407.52,5358.33,98,110,0,0,4,0,2,529936.83,49.19000000000051,0.009180099023389846,Low,Spring,1,1.081504
2023-04-11,HEAD001,Headphones Z,Headphones,5000,4655.84,0.2,3724.67,4497.58,124,272,0,0,4,1,2,461859.22,-772.9099999999999,-0.17185019499375218,Medium,Spring,1,0.744934
2023-04-12,HEAD001,Headphones Z,Headphones,5000,4697.41,0.2,3757.93,5551.01,263,297,0,0,4,2,2,988334.79,-1793.0800000000004,-0.3230186938953452,Medium,Spring,1,0.751586
2023-04-13,HEAD001,Headphones Z,Headphones,5000,4458.88,0.1,4012.99,4021.43,180,117,0,0,4,3,2,722338.74,-8.440000000000055,-0.0020987559151844134,Low,Spring,1,0.8025979999999999
2023-04-14,HEAD001,Headphones Z,Headphones,5000,5713.67,0.1,5142.3,4738.27,104,307,0,0,4,4,2,534799.35,404.02999999999975,0.08526951819968041,High,Spring,1,1.02846
2023-04-15,HEAD001,Headphones Z,Headphones,5000,4766.14,0.0,4766.14,5041.09,126,181,0,1,4,5,2,600533.32,-274.9499999999998,-0.0545417756874009,Medium,Spring,0,0.9532280000000001
2023-04-16,HEAD001,Headphones Z,Headphones,5000,5569.87,0.2,4455.9,5011.04,181,251,0,1,4,6,2,806517.46,-555.1400000000003,-0.11078339027427447,Medium,Spring,1,0.89118
2023-04-17,HEAD001,Headphones Z,Headphones,5000,4457.56,0.2,3566.05,5965.48,232,354,0,0,4,0,2,827322.65,-2399.4299999999994,-0.40221910055854676,High,Spring,1,0.71321
2023-04-18,HEAD001,Headphones Z,Headphones,5000,4360.05,0.0,4360.05,5326.29,143,211,0,0,4,1,2,623486.59,-966.2399999999998,-0.1814095740186884,Medium,Spring,0,0.8720100000000001
2023-04-19,HEAD001,Headphones Z,Headphones,5000,4872.72,0.2,3898.17,4844.38,229,264,0,0,4,2,2,892682.03,-946.21,-0.19532117629087728,Medium,Spring,1,0.779634
2023-04-20,HEAD001,Headphones Z,Headphones,5000,4543.57,0.0,4543.57,5640.51,136,128,0,0,4,3,2,617925.38,-1096.9400000000005,-0.1944753222669582,Low,Spring,0,0.9087139999999999
2023-04-21,HEAD001,Headphones Z,Headphones,5000,4878.45,0.15,4146.69,4916.06,118,323,0,0,4,4,2,489309.0,-769.3700000000008,-0.1565013445726864,High,Spring,1,0.8293379999999999
2023-04-22,HEAD001,Headphones Z,Headphones,5000,5378.17,0.2,4302.54,5025.75,214,109,0,1,4,5,2,920742.96,-723.21,-0.14390091031189375,Low,Spring,1,0.8605079999999999
2023-04-23,HEAD001,Headphones Z,Headphones,5000,5144.08,0.0,5144.08,5991.47,106,341,0,1,4,6,2,545271.97,-847.3900000000003,-0.14143273687425628,High,Spring,0,1.028816
2023-04-24,HEAD001,Headphones Z,Headphones,5000,5631.04,0.0,5631.04,4690.03,62,279,0,0,4,0,2,349124.3,941.0100000000002,0.20064050763001523,Medium,Spring,0,1.126208
2023-04-25,HEAD001,Headphones Z,Headphones,5000,4556.36,0.15,3872.91,4837.39,207,72,0,0,4,1,2,801692.1,-964.4800000000005,-0.19938024430529694,Low,Spring,1,0.774582
2023-04-26,HEAD001,Headphones Z,Headphones,5000,4250.34,0.2,3400.27,5830.0,79,332,0,0,4,2,2,268621.52,-2429.73,-0.41676329331046313,High,Spring,1,0.680054
2023-04-27,HEAD001,Headphones Z,Headphones,5000,5363.44,0.2,4290.75,4335.63,164,168,0,0,4,3,2,703683.11,-44.88000000000011,-0.010351436815410934,Medium,Spring,1,0.85815
2023-04-28,HEAD001,Headphones Z,Headphones,5000,4351.41,0.0,4351.41,5448.06,159,272,0,0,4,4,2,691873.73,-1096.6500000000005,-0.20129183599299574,Medium,Spring,0,0.870282
2023-04-29,HEAD001,Headphones Z,Headphones,5000,4895.8,0.0,4895.8,4238.28,110,162,0,1,4,5,2,538538.41,657.5200000000004,0.1551384052021104,Medium,Spring,0,0.97916
2023-04-30,HEAD001,Headphones Z,Headphones,5000,4773.25,0.2,3818.6,4749.65,167,241,0,1,4,6,2,637705.91,-931.0499999999997,-0.19602497026096655,Medium,Spring,1,0.76372
2023-05-01,HEAD001,Headphones Z,Headphones,5000,5328.08,0.0,5328.08,4221.21,66,175,0,0,5,0,2,351653.09,1106.87,0.2622162839564959,Medium,Spring,0,1.065616
2023-05-02,HEAD001,Headphones Z,Headphones,5000,5741.5,0.05,5454.42,4465.46,72,103,0,0,5,1,2,392718.29,988.96,0.22146878485083285,Low,Spring,1,1.090884
2023-05-03,HEAD001,Headphones Z,Headphones,5000,4534.81,0.1,4081.33,4077.92,99,237,0,0,5,2,2,404051.84,3.4099999999998545,0.0008362106171773488,Medium,Spring,1,0.8162659999999999
2023-05-04,HEAD001,Headphones Z,Headphones,5000,5453.6,0.2,4362.88,4682.49,181,56,0,0,5,3,2,789681.67,-319.6099999999997,-0.06825641912743,Low,Spring,1,0.872576
2023-05-05,HEAD001,Headphones Z,Headphones,5000,5263.38,0.05,5000.21,5017.79,62,223,0,0,5,4,2,310013.09,-17.579999999999927,-0.003503534424517552,Medium,Spring,1,1.000042
2023-05-06,HEAD001,Headphones Z,Headphones,5000,5549.05,0.0,5549.05,4019.82,83,140,0,1,5,5,2,460571.44,1529.23,0.38042250648038967,Low,Spring,0,1.10981
2023-05-07,HEAD001,Headphones Z,Headphones,5000,4941.1,0.2,3952.88,5977.68,139,315,0,1,5,6,2,549450.36,-2024.8000000000002,-0.33872673010264853,High,Spring,1,0.7905760000000001
2023-05-08,HEAD001,Headphones Z,Headphones,5000,5730.34,0.0,5730.34,5509.14,70,245,0,0,5,0,2,401124.07,221.19999999999982,0.04015145739625419,Medium,Spring,0,1.146068
2023-05-09,HEAD001,Headphones Z,Headphones,5000,5057.59,0.0,5057.59,5984.27,116,129,0,0,5,1,2,586680.73,-926.6800000000003,-0.1548526386677072,Low,Spring,0,1.0115180000000001
2023-05-10,HEAD001,Headphones Z,Headphones,5000,4396.05,0.05,4176.25,5412.74,123,213,0,0,5,2,2,513678.48,-1236.4899999999998,-0.22844067884287808,Medium,Spring,1,0.83525
2023-05-11,HEAD001,Headphones Z,Headphones,5000,4260.47,0.05,4047.45,4806.96,159,54,0,0,5,3,2,643544.51,-759.5100000000002,-0.15800214688701386,Low,Spring,1,0.8094899999999999
2023-05-12,HEAD001,Headphones Z,Headphones,5000,5478.3,0.1,4930.47,4674.66,59,295,0,0,5,4,2,290897.94,255.8100000000004,0.05472269641000638,Medium,Spring,1,0.986094
2023-05-13,HEAD001,Headphones Z,Headphones,5000,4250.9,0.0,4250.9,4615.64,147,148,0,1,5,5,2,624881.85,-364.7400000000007,-0.07902262741461653,Low,Spring,0,0.8501799999999999
2023-05-14,HEAD001,Headphones Z,Headphones,5000,4600.35,0.05,4370.33,4136.37,134,220,0,1,5,6,2,585624.69,233.96000000000004,0.056561671223802526,Medium,Spring,1,0.874066
2023-05-15,HEAD001,Headphones Z,Headphones,5000,5083.32,0.0,5083.32,4582.72,89,131,0,0,5,0,2,452415.87,500.59999999999945,0.10923643600307228,Low,Spring,0,1.016664
2023-05-16,HEAD001,Headphones Z,Headphones,5000,4815.3,0.0,4815.3,5751.81,129,207,0,0,5,1,2,621173.74,-936.5100000000002,-0.16282005142728986,Medium,Spring,0,0.96306
2023-05-17,HEAD001,Headphones Z,Headphones,5000,4989.44,0.0,4989.44,4660.31,85,122,0,0,5,2,2,424102.01,329.1299999999992,0.07062405719791155,Low,Spring,0,0.9978879999999999
2023-05-18,HEAD001,Headphones Z,Headphones,5000,5680.1,0.0,5680.1,4120.45,60,62,0,0,5,3,2,340806.26,1559.6500000000005,0.3785144826414592,Low,Spring,0,1.13602
2023-05-19,HEAD001,Headphones Z,Headphones,5000,4697.1,0.2,3757.68,4640.8,55,382,0,0,5,4,2,206672.37,-883.1200000000003,-0.1902947767626272,High,Spring,1,0.751536
2023-05-20,HEAD001,Headphones Z,Headphones,5000,5424.74,0.15,4611.03,4245.0,172,210,0,1,5,5,2,793097.3,366.02999999999975,0.08622614840989393,Medium,Spring,1,0.922206
2023-05-21,HEAD001,Headphones Z,Headphones,5000,4435.77,0.0,4435.77,4141.07,154,56,0,1,5,6,2,683108.43,294.7000000000007,0.07116518194572918,Low,Spring,0,0.8871540000000001
2023-05-22,HEAD001,Headphones Z,Headphones,5000,4535.19,0.2,3628.15,5642.5,56,237,0,0,5,0,2,203176.65,-2014.35,-0.35699601240584844,Medium,Spring,1,0.72563
2023-05-23,HEAD001,Headphones Z,Headphones,5000,4366.78,0.0,4366.78,5910.9,133,104,0,0,5,1,2,580782.38,-1544.12,-0.2612326380077484,Low,Spring,0,0.8733559999999999
2023-05-24,HEAD001,Headphones Z,Headphones,5000,5539.47,0.0,5539.47,4337.62,79,273,0,0,5,2,2,437617.97,1201.8500000000004,0.2770759079864074,Medium,Spring,0,1.1078940000000002
2023-05-25,HEAD001,Headphones Z,Headphones,5000,4269.84,0.2,3415.87,5023.56,295,320,0,0,5,3,2,1007683.0,-1607.6900000000005,-0.32003001855258034,High,Spring,1,0.683174
2023-05-26,HEAD001,Headphones Z,Headphones,5000,5652.19,0.15,4804.36,5818.4,166,154,0,0,5,4,2,797524.47,-1014.04,-0.17428158944039598,Medium,Spring,1,0.960872
2023-05-27,HEAD001,Headphones Z,Headphones,5000,5582.29,0.2,4465.83,4398.44,144,235,0,1,5,5,2,643079.47,67.39000000000033,0.015321341202790157,Medium,Spring,1,0.893166
2023-05-28,HEAD001,Headphones Z,Headphones,5000,4683.45,0.2,3746.76,4754.11,227,380,0,1,5,6,2,850515.03,-1007.3499999999995,-0.2118903433029525,High,Spring,1,0.749352
2023-05-29,HEAD001,Headphones Z,Headphones,5000,5066.83,0.05,4813.49,4319.76,117,263,0,0,5,0,2,563178.49,493.72999999999956,0.11429570161305247,Medium,Spring,1,0.9626979999999999
2023-05-30,HEAD001,Headphones Z,Headphones,5000,4501.35,0.05,4276.28,4620.62,151,112,0,0,5,1,2,645718.63,-344.34000000000015,-0.07452246668196046,Low,Spring,1,0.8552559999999999
2023-05-31,HEAD001,Headphones Z,Headphones,5000,5444.66,0.1,4900.19,5478.94,116,201,0,0,5,2,2,568422.59,-578.75,-0.1056317462866905,Medium,Spring,1,0.980038
2023-06-01,HEAD001,Headphones Z,Headphones,5000,4483.66,0.0,4483.66,5094.09,113,88,0,0,6,3,2,506653.57,-610.4300000000003,-0.11983101986812174,Low,Summer,0,0.896732
2023-06-02,HEAD001,Headphones Z,Headphones,5000,4816.04,0.0,4816.04,4827.03,75,265,0,0,6,4,2,361203.36,-10.989999999999782,-0.0022767623155438817,Medium,Summer,0,0.963208
2023-06-03,HEAD001,Headphones Z,Headphones,5000,4660.98,0.0,4660.98,5911.3,163,102,0,1,6,5,2,759740.09,-1250.3200000000006,-0.21151354186050456,Low,Summer,0,0.9321959999999999
2023-06-04,HEAD001,Headphones Z,Headphones,5000,4778.49,0.2,3822.79,4086.2,92,238,0,1,6,6,2,351696.91,-263.40999999999985,-0.06446331554989963,Medium,Summer,1,0.764558
2023-06-05,HEAD001,Headphones Z,Headphones,5000,4838.33,0.1,4354.49,5895.56,155,83,0,0,6,0,2,674946.57,-1541.0700000000006,-0.2613950159102783,Low,Summer,1,0.870898
2023-06-06,HEAD001,Headphones Z,Headphones,5000,5395.27,0.15,4585.98,4217.37,94,355,0,0,6,1,2,431082.37,368.6099999999997,0.08740281265338343,High,Summer,1,0.9171959999999999
2023-06-07,HEAD001,Headphones Z,Headphones,5000,4822.42,0.1,4340.18,5550.47,163,192,0,0,6,2,2,707449.71,-1210.29,-0.21805180462195092,Medium,Summer,1,0.868036
2023-06-08,HEAD001,Headphones Z,Headphones,5000,5191.5,0.05,4931.93,4384.03,94,98,0,0,6,3,2,463601.25,547.9000000000005,0.12497633455975451,Low,Summer,1,0.9863860000000001
2023-06-09,HEAD001,Headphones Z,Headphones,5000,5657.1,0.0,5657.1,5835.29,90,398,0,0,6,4,2,509138.66,-178.1899999999996,-0.03053661428994953,High,Summer,0,1.13142
2023-06-10,HEAD001,Headphones Z,Headphones,5000,5188.15,0.0,5188.15,5616.54,97,301,0,1,6,5,2,503250.57,-428.3900000000003,-0.07627293671904772,High,Summer,0,1.0376299999999998
2023-06-11,HEAD001,Headphones Z,Headphones,5000,4752.18,0.0,4752.18,4627.41,129,172,0,1,6,6,2,613031.68,124.77000000000044,0.026963247259266077,Medium,Summer,0,0.9504360000000001
2023-06-12,HEAD001,Headphones Z,Headphones,5000,4783.94,0.0,4783.94,4297.01,105,67,0,0,6,0,2,502313.35,486.9299999999994,0.11331833065317497,Low,Summer,0,0.956788
2023-06-13,HEAD001,Headphones Z,Headphones,5000,5471.58,0.0,5471.58,4764.25,59,212,0,0,6,1,2,322822.98,707.3299999999999,0.14846618040614995,Medium,Summer,0,1.094316
2023-06-14,HEAD001,Headphones Z,Headphones,5000,4545.03,0.0,4545.03,4474.97,110,102,0,0,6,2,2,499953.55,70.05999999999949,0.015655970878016946,Low,Summer,0,0.909006
2023-06-15,HEAD001,Headphones Z,Headphones,5000,5214.19,0.05,4953.48,5201.89,108,363,0,0,6,3,2,534976.16,-248.41000000000076,-0.04775379717756445,High,Summer,1,0.9906959999999999
2023-06-16,HEAD001,Headphones Z,Headphones,5000,4793.75,0.2,3835.0,5648.0,238,125,0,0,6,4,2,912730.57,-1813.0,-0.3209985835694051,Low,Summer,1,0.767
2023-06-17,HEAD001,Headphones Z,Headphones,5000,4953.56,0.1,4458.21,5601.88,113,317,0,1,6,5,2,503777.17,-1143.67,-0.20415824687426365,High,Summer,1,0.891642
2023-06-18,HEAD001,Headphones Z,Headphones,5000,4414.79,0.0,4414.79,5767.37,153,164,0,1,6,6,2,675463.58,-1352.58,-0.23452284143379043,Medium,Summer,0,0.882958
2023-06-19,HEAD001,Headphones Z,Headphones,5000,5275.81,0.0,5275.81,4050.7,81,83,0,0,6,0,2,427340.22,1225.1100000000006,0.30244402202088544,Low,Summer,0,1.0551620000000002
2023-06-20,HEAD001,Headphones Z,Headphones,5000,4724.15,0.2,3779.32,4111.48,85,327,0,0,6,1,2,321242.33,-332.1599999999994,-0.08078842655199574,High,Summer,1,0.755864
2023-06-21,HEAD001,Headphones Z,Headphones,5000,4611.21,0.1,4150.09,4773.61,156,171,0,0,6,2,2,647413.28,-623.5199999999995,-0.13061812758059405,Medium,Summer,1,0.830018
2023-06-22,HEAD001,Headphones Z,Headphones,5000,4470.74,0.1,4023.67,4595.95,149,204,0,0,6,3,2,599526.89,-572.2799999999997,-0.12451832591738374,Medium,Summer,1,0.8047340000000001
2023-06-23,HEAD001,Headphones Z,Headphones,5000,5616.24,0.15,4773.8,4012.09,127,77,0,0,6,4,2,606273.04,761.71,0.18985366729061412,Low,Summer,1,0.95476
2023-06-24,HEAD001,Headphones Z,Headphones,5000,4434.87,0.1,3991.38,4615.36,86,347,0,1,6,5,2,343259.03,-623.9799999999996,-0.13519638771406772,High,Summer,1,0.798276
2023-06-25,HEAD001,Headphones Z,Headphones,5000,4492.54,0.0,4492.54,5931.66,142,205,0,1,6,6,2,637940.94,-1439.12,-0.24261673797891314,Medium,Summer,0,0.898508
2023-06-26,HEAD001,Headphones Z,Headphones,5000,5362.35,0.15,4558.0,5093.35,180,236,0,0,6,0,2,820439.42,-535.3500000000004,-0.10510764035458006,Medium,Summer,1,0.9116
2023-06-27,HEAD001,Headphones Z,Headphones,5000,5080.99,0.0,5080.99,5069.12,88,148,0,0,6,1,2,447127.11,11.86999999999989,0.0023416293163310183,Low,Summer,0,1.016198
2023-06-28,HEAD001,Headphones Z,Headphones,5000,4499.34,0.05,4274.38,5832.98,140,200,0,0,6,2,2,598412.76,-1558.5999999999995,-0.2672047564023877,Medium,Summer,1,0.854876
2023-06-29,HEAD001,Headphones Z,Headphones,5000,4808.12,0.1,4327.31,5519.65,164,290,0,0,6,3,2,709679.01,-1192.3399999999992,-0.2160173199387641,Medium,Summer,1,0.8654620000000001
2023-06-30,HEAD001,Headphones Z,Headphones,5000,5678.09,0.0,5678.09,5475.86,80,210,0,0,6,4,2,454247.49,202.23000000000047,0.036931185238483176,Medium,Summer,0,1.135618
2023-07-01,HEAD001,Headphones Z,Headphones,5000,5571.34,0.1,5014.21,4099.21,113,97,0,1,7,5,3,566605.56,915.0,0.22321374118427698,Low,Summer,1,1.002842
2023-07-02,HEAD001,Headphones Z,Headphones,5000,4947.55,0.05,4700.18,4453.96,104,247,0,1,7,6,3,488818.38,246.22000000000025,0.05528114307268145,Medium,Summer,1,0.9400360000000001
2023-07-03,HEAD001,Headphones Z,Headphones,5000,5628.81,0.15,4784.49,4847.54,134,113,0,0,7,0,3,641121.69,-63.05000000000018,-0.013006597160621714,Low,Summer,1,0.9568979999999999
2023-07-04,HEAD001,Headphones Z,Headphones,5000,5692.33,0.15,4838.48,4889.7,112,221,0,0,7,1,3,541909.44,-51.220000000000255,-0.010475080270773311,Medium,Summer,1,0.9676959999999999
2023-07-05,HEAD001,Headphones Z,Headphones,5000,4777.47,0.1,4299.73,5819.1,181,292,0,0,7,2,3,778250.65,-1519.3700000000008,-0.2611005138251621,Medium,Summer,1,0.8599459999999999
2023-07-06,HEAD001,Headphones Z,Headphones,5000,5393.26,0.0,5393.26,5623.61,84,208,0,0,7,3,3,453034.0,-230.34999999999945,-0.04096123308693161,Medium,Summer,0,1.078652
2023-07-07,HEAD001,Headphones Z,Headphones,5000,4900.54,0.1,4410.49,5696.94,160,339,0,0,7,4,3,705677.98,-1286.4499999999998,-0.22581420903151514,High,Summer,1,0.8820979999999999
2023-07-08,HEAD001,Headphones Z,Headphones,5000,5440.9,0.1,4896.81,5881.98,161,178,0,1,7,5,3,788386.8,-985.1699999999992,-0.16748951883549404,Medium,Summer,1,0.9793620000000001
2023-07-09,HEAD001,Headphones Z,Headphones,5000,5362.44,0.2,4289.95,5610.19,196,329,0,1,7,6,3,840830.74,-1320.2399999999998,-0.23532892825376678,High,Summer,1,0.8579899999999999
2023-07-10,HEAD001,Headphones Z,Headphones,5000,4842.58,0.1,4358.32,4102.53,144,185,0,0,7,0,3,627598.37,255.78999999999996,0.06234933077881209,Medium,Summer,1,0.871664
2023-07-11,HEAD001,Headphones Z,Headphones,5000,5260.63,0.0,5260.63,4900.7,94,91,0,0,7,1,3,494499.63,359.9300000000003,0.07344460995368014,Low,Summer,0,1.0521260000000001
2023-07-12,HEAD001,Headphones Z,Headphones,5000,4785.47,0.05,4546.2,5269.49,82,320,0,0,7,2,3,372788.4,-723.29,-0.13725996253906925,High,Summer,1,0.9092399999999999
2023-07-13,HEAD001,Headphones Z,Headphones,5000,5374.05,0.0,5374.05,5091.39,77,243,0,0,7,3,3,413802.17,282.65999999999985,0.0555172556021047,Medium,Summer,0,1.07481
2023-07-14,HEAD001,Headphones Z,Headphones,5000,4687.87,0.15,3984.69,5497.22,221,299,0,0,7,4,3,880615.77,-1512.5300000000002,-0.27514452759758573,Medium,Summer,1,0.796938
2023-07-15,HEAD001,Headphones Z,Headphones,5000,4574.05,0.0,4574.05,5934.54,160,139,0,1,7,5,3,731847.55,-1360.4899999999998,-0.2292494447758377,Low,Summer,0,0.91481
2023-07-16,HEAD001,Headphones Z,Headphones,5000,5685.7,0.0,5685.7,4854.21,82,57,0,1,7,6,3,466227.58,831.4899999999998,0.17129254811802533,Low,Summer,0,1.13714
2023-07-17,HEAD001,Headphones Z,Headphones,5000,5596.93,0.15,4757.39,5050.1,60,204,0,0,7,0,3,285443.57,-292.71000000000004,-0.057961228490524944,Medium,Summer,1,0.951478
2023-07-18,HEAD001,Headphones Z,Headphones,5000,4628.26,0.0,4628.26,4893.45,104,100,0,0,7,1,3,481338.97,-265.1899999999996,-0.05419284962551975,Low,Summer,0,0.925652
2023-07-19,HEAD001,Headphones Z,Headphones,5000,4558.97,0.2,3647.18,4001.89,86,217,0,0,7,2,3,313657.14,-354.71000000000004,-0.08863561966970608,Medium,Summer,1,0.729436
2023-07-20,HEAD001,Headphones Z,Headphones,5000,5715.93,0.0,5715.93,4484.71,71,146,0,0,7,3,3,405830.73,1231.2200000000003,0.2745372610492095,Low,Summer,0,1.143186
2023-07-21,HEAD001,Headphones Z,Headphones,5000,5508.65,0.0,5508.65,5101.32,72,74,0,0,7,4,3,396622.77,407.3299999999999,0.07984796091991876,Low,Summer,0,1.1017299999999999
2023-07-22,HEAD001,Headphones Z,Headphones,5000,5342.17,0.15,4540.85,5200.5,79,368,0,1,7,5,3,358727.03,-659.6499999999996,-0.12684357273339095,High,Summer,1,0.90817
2023-07-23,HEAD001,Headphones Z,Headphones,5000,5404.62,0.15,4593.93,5950.82,198,170,0,1,7,6,3,909597.53,-1356.8899999999994,-0.2280173152607539,Medium,Summer,1,0.9187860000000001
2023-07-24,HEAD001,Headphones Z,Headphones,5000,4762.46,0.0,4762.46,5296.93,99,71,0,0,7,0,3,471483.71,-534.4700000000003,-0.10090184314310369,Low,Summer,0,0.952492
2023-07-25,HEAD001,Headphones Z,Headphones,5000,5596.1,0.2,4476.88,4238.76,67,348,0,0,7,1,3,299950.74,238.1199999999999,0.05617680642452035,High,Summer,1,0.8953760000000001
2023-07-26,HEAD001,Headphones Z,Headphones,5000,5473.62,0.15,4652.58,5194.62,150,198,0,0,7,2,3,697886.3,-542.04,-0.1043464199498712,Medium,Summer,1,0.930516
2023-07-27,HEAD001,Headphones Z,Headphones,5000,4960.15,0.2,3968.12,5709.09,188,285,0,0,7,3,3,746007.08,-1740.9700000000003,-0.3049470230807362,Medium,Summer,1,0.793624
2023-07-28,HEAD001,Headphones Z,Headphones,5000,5554.47,0.0,5554.47,4176.27,74,211,0,0,7,4,3,411031.12,1378.1999999999998,0.3300073989469071,Medium,Summer,0,1.110894
2023-07-29,HEAD001,Headphones Z,Headphones,5000,5521.32,0.0,5521.32,4363.64,81,130,0,1,7,5,3,447227.04,1157.6799999999994,0.26530144558212854,Low,Summer,0,1.104264
2023-07-30,HEAD001,Headphones Z,Headphones,5000,4498.25,0.0,4498.25,5413.21,131,339,0,1,7,6,3,589270.71,-914.96,-0.16902355533962288,High,Summer,0,0.89965
2023-07-31,HEAD001,Headphones Z,Headphones,5000,5202.99,0.0,5202.99,4392.97,77,262,0,0,7,0,3,400629.85,810.0199999999995,0.18439005957245314,Medium,Summer,0,1.040598
2023-08-01,HEAD001,Headphones Z,Headphones,5000,4312.25,0.2,3449.8,4644.14,266,364,0,0,8,1,3,917645.95,-1194.3400000000001,-0.257171403101543,High,Summer,1,0.68996
2023-08-02,HEAD001,Headphones Z,Headphones,5000,5536.9,0.0,5536.9,5333.85,80,284,0,0,8,2,3,442952.19,203.04999999999927,0.03806818714437025,Medium,Summer,0,1.10738
