Date,Product_ID,Product_Name,Category,Base_Price,Current_Price,Discount,Actual_Price,Competitor_Price,Units_Sold,Inventory,Holiday_Flag,Weekend_Flag,Month,Day_of_Week,Quarter,Revenue
2023-08-10,HEAD001,Headphones Z,Headphones,5000,5250.03,0.0,5250.03,5246.76,94,216,0,0,8,3,3,493502.68
2023-08-11,HEAD001,Headphones Z,Headphones,5000,4984.68,0.15,4236.98,5057.31,179,398,0,0,8,4,3,758418.88
2023-08-12,HEAD001,Headphones Z,Headphones,5000,5028.97,0.05,4777.52,4395.11,143,255,0,1,8,5,3,683185.44
2023-08-13,HEAD001,Headphones Z,Headphones,5000,4528.67,0.0,4528.67,4169.93,129,126,0,1,8,6,3,584197.84
2023-08-14,HEAD001,Headphones Z,Headphones,5000,5237.46,0.0,5237.46,4875.43,82,251,0,0,8,0,3,429471.82
2023-08-15,HEAD001,Headphones Z,Headphones,5000,5087.26,0.0,5087.26,4694.0,136,115,1,0,8,1,3,691866.92
2023-08-16,HEAD001,Headphones Z,Headphones,5000,5633.97,0.2,4507.17,5004.74,109,251,0,0,8,2,3,491281.98
2023-08-17,HEAD001,Headphones Z,Headphones,5000,5355.7,0.0,5355.7,4073.43,73,178,0,0,8,3,3,390966.0
2023-08-18,HEAD001,Headphones Z,Headphones,5000,4754.49,0.0,4754.49,5841.07,102,76,0,0,8,4,3,484957.48
2023-08-19,HEAD001,Headphones Z,Headphones,5000,5079.22,0.0,5079.22,5481.33,75,331,0,1,8,5,3,380941.67
2023-08-20,HEAD001,Headphones Z,Headphones,5000,4378.1,0.05,4159.2,5944.92,203,128,0,1,8,6,3,844317.46
2023-08-21,HEAD001,Headphones Z,Headphones,5000,5171.28,0.2,4137.02,4473.22,127,339,0,0,8,0,3,525401.98
2023-08-22,HEAD001,Headphones Z,Headphones,5000,4893.72,0.05,4649.04,4149.79,103,236,0,0,8,1,3,478850.92
2023-08-23,HEAD001,Headphones Z,Headphones,5000,5506.21,0.0,5506.21,4479.64,67,169,0,0,8,2,3,368915.99
2023-08-24,HEAD001,Headphones Z,Headphones,5000,5007.37,0.0,5007.37,5537.49,90,79,0,0,8,3,3,450663.05
2023-08-25,HEAD001,Headphones Z,Headphones,5000,5115.21,0.2,4092.17,4238.42,68,365,0,0,8,4,3,278267.53
2023-08-26,HEAD001,Headphones Z,Headphones,5000,4329.12,0.0,4329.12,5668.33,147,218,0,1,8,5,3,636380.04
2023-08-27,HEAD001,Headphones Z,Headphones,5000,4317.73,0.0,4317.73,4875.8,174,291,0,1,8,6,3,751284.51
2023-08-28,HEAD001,Headphones Z,Headphones,5000,4643.61,0.2,3714.89,4843.43,229,62,0,0,8,0,3,850709.82
2023-08-29,HEAD001,Headphones Z,Headphones,5000,4923.62,0.2,3938.89,5155.23,63,212,0,0,8,1,3,248150.34
2023-08-30,HEAD001,Headphones Z,Headphones,5000,4748.64,0.2,3798.91,4631.07,186,367,0,0,8,2,3,706597.64
2023-08-31,HEAD001,Headphones Z,Headphones,5000,4800.2,0.0,4800.2,4198.99,107,260,0,0,8,3,3,513621.13
2023-09-01,HEAD001,Headphones Z,Headphones,5000,5699.41,0.0,5699.41,5940.15,89,171,0,0,9,4,3,507247.62
2023-09-02,HEAD001,Headphones Z,Headphones,5000,5151.19,0.0,5151.19,5401.73,104,67,0,1,9,5,3,535723.58
2023-09-03,HEAD001,Headphones Z,Headphones,5000,5196.16,0.2,4156.92,4911.3,66,294,0,1,9,6,3,274357.02
2023-09-04,HEAD001,Headphones Z,Headphones,5000,5386.66,0.05,5117.33,4563.84,93,201,0,0,9,0,3,475911.84
2023-09-05,HEAD001,Headphones Z,Headphones,5000,5636.96,0.05,5355.11,4112.45,82,119,0,0,9,1,3,439119.39
2023-09-06,HEAD001,Headphones Z,Headphones,5000,5619.2,0.15,4776.32,5220.73,120,312,0,0,9,2,3,573158.52
2023-09-07,HEAD001,Headphones Z,Headphones,5000,4624.62,0.05,4393.39,4686.55,158,154,0,0,9,3,3,694154.9
2023-09-08,HEAD001,Headphones Z,Headphones,5000,5088.83,0.0,5088.83,5029.48,84,70,0,0,9,4,3,427461.48
2023-09-09,HEAD001,Headphones Z,Headphones,5000,4274.04,0.0,4274.04,5927.37,67,327,0,1,9,5,3,286360.83
2023-09-10,HEAD001,Headphones Z,Headphones,5000,5154.82,0.15,4381.6,4159.43,194,133,0,1,9,6,3,850029.75
2023-09-11,HEAD001,Headphones Z,Headphones,5000,5648.85,0.05,5366.41,5151.33,84,294,0,0,9,0,3,450778.24
2023-09-12,HEAD001,Headphones Z,Headphones,5000,5122.58,0.2,4098.07,5532.69,219,75,0,0,9,1,3,897476.42
2023-09-13,HEAD001,Headphones Z,Headphones,5000,5569.76,0.1,5012.78,5297.37,83,268,0,0,9,2,3,416060.82
2023-09-14,HEAD001,Headphones Z,Headphones,5000,5185.26,0.2,4148.21,4262.58,187,81,0,0,9,3,3,775714.59
2023-09-15,HEAD001,Headphones Z,Headphones,5000,4552.69,0.0,4552.69,5817.65,87,386,0,0,9,4,3,396084.24
2023-09-16,HEAD001,Headphones Z,Headphones,5000,5264.6,0.05,5001.37,4601.93,109,277,0,1,9,5,3,545149.08
2023-09-17,HEAD001,Headphones Z,Headphones,5000,5384.68,0.0,5384.68,4948.32,88,189,0,1,9,6,3,473851.54
2023-09-18,HEAD001,Headphones Z,Headphones,5000,5174.93,0.05,4916.19,4080.67,96,93,0,0,9,0,3,471953.89
2023-09-19,HEAD001,Headphones Z,Headphones,5000,4952.84,0.1,4457.55,4295.92,106,246,0,0,9,1,3,472500.51
2023-09-20,HEAD001,Headphones Z,Headphones,5000,4563.65,0.1,4107.28,4260.71,158,88,0,0,9,2,3,648950.47
2023-09-21,HEAD001,Headphones Z,Headphones,5000,5403.59,0.0,5403.59,4851.01,83,282,0,0,9,3,3,448498.11
2023-09-22,HEAD001,Headphones Z,Headphones,5000,4281.51,0.0,4281.51,4068.86,126,156,0,0,9,4,3,539470.73
2023-09-23,HEAD001,Headphones Z,Headphones,5000,5474.98,0.0,5474.98,5770.48,87,69,0,1,9,5,3,476323.51
2023-09-24,HEAD001,Headphones Z,Headphones,5000,5057.54,0.0,5057.54,5826.46,66,369,0,1,9,6,3,333797.95
2023-09-25,HEAD001,Headphones Z,Headphones,5000,5494.35,0.0,5494.35,4267.39,81,288,0,0,9,0,3,445042.25
2023-09-26,HEAD001,Headphones Z,Headphones,5000,5377.13,0.0,5377.13,5882.67,96,192,0,0,9,1,3,516204.96
2023-09-27,HEAD001,Headphones Z,Headphones,5000,4795.11,0.05,4555.35,5876.36,134,58,0,0,9,2,3,610416.98
2023-09-28,HEAD001,Headphones Z,Headphones,5000,4748.26,0.1,4273.43,5401.62,62,383,0,0,9,3,3,264952.84
2023-09-29,HEAD001,Headphones Z,Headphones,5000,5644.11,0.05,5361.9,4409.6,94,289,0,0,9,4,3,504018.6
2023-09-30,HEAD001,Headphones Z,Headphones,5000,5357.82,0.0,5357.82,4127.59,83,206,0,1,9,5,3,444698.98
2023-10-01,HEAD001,Headphones Z,Headphones,5000,4674.15,0.15,3973.03,4608.98,235,313,0,1,10,6,4,933661.1
2023-10-02,HEAD001,Headphones Z,Headphones,5000,5214.17,0.0,5214.17,5435.35,168,145,1,0,10,0,4,875979.91
2023-10-03,HEAD001,Headphones Z,Headphones,5000,4815.8,0.05,4575.01,5603.68,142,210,0,0,10,1,4,649651.78
2023-10-04,HEAD001,Headphones Z,Headphones,5000,5554.3,0.15,4721.16,4361.32,188,290,0,0,10,2,4,887577.22
2023-10-05,HEAD001,Headphones Z,Headphones,5000,4578.16,0.1,4120.34,4652.44,232,58,0,0,10,3,4,955919.3
2023-10-06,HEAD001,Headphones Z,Headphones,5000,4840.63,0.05,4598.6,5216.42,57,270,0,0,10,4,4,262120.26
2023-10-07,HEAD001,Headphones Z,Headphones,5000,5363.55,0.15,4559.02,4456.66,181,89,0,1,10,5,4,825182.92
2023-10-08,HEAD001,Headphones Z,Headphones,5000,4699.89,0.2,3759.92,4948.62,80,214,0,1,10,6,4,300793.22
2023-10-09,HEAD001,Headphones Z,Headphones,5000,4782.2,0.0,4782.2,4799.97,112,102,0,0,10,0,4,535605.94
2023-10-10,HEAD001,Headphones Z,Headphones,5000,5124.96,0.15,4356.22,5768.69,91,363,0,0,10,1,4,396415.72
2023-10-11,HEAD001,Headphones Z,Headphones,5000,5146.71,0.05,4889.38,5329.48,139,224,0,0,10,2,4,679623.32
2023-10-12,HEAD001,Headphones Z,Headphones,5000,5301.65,0.0,5301.65,4821.46,102,122,0,0,10,3,4,540767.93
2023-10-13,HEAD001,Headphones Z,Headphones,5000,4261.03,0.1,3834.93,5383.44,127,391,0,0,10,4,4,487035.68
2023-10-14,HEAD001,Headphones Z,Headphones,5000,4307.6,0.15,3661.46,4736.5,400,240,0,1,10,5,4,1464584.45
2023-10-15,HEAD001,Headphones Z,Headphones,5000,4881.1,0.0,4881.1,5003.89,163,77,0,1,10,6,4,795620.09
2023-10-16,HEAD001,Headphones Z,Headphones,5000,5325.89,0.0,5325.89,5164.14,83,355,0,0,10,0,4,442049.1
2023-10-17,HEAD001,Headphones Z,Headphones,5000,5546.55,0.15,4714.57,4913.78,175,180,0,0,10,1,4,825049.22
2023-10-18,HEAD001,Headphones Z,Headphones,5000,4829.08,0.2,3863.26,5933.41,190,312,0,0,10,2,4,734019.61
2023-10-19,HEAD001,Headphones Z,Headphones,5000,4374.83,0.0,4374.83,5725.92,169,143,0,0,10,3,4,739347.05
2023-10-20,HEAD001,Headphones Z,Headphones,5000,4353.13,0.0,4353.13,5099.43,139,217,0,0,10,4,4,605085.19
2023-10-21,HEAD001,Headphones Z,Headphones,5000,5566.62,0.0,5566.62,4407.99,108,109,0,1,10,5,4,601195.4
2023-10-22,HEAD001,Headphones Z,Headphones,5000,5086.53,0.2,4069.23,4109.22,124,365,0,1,10,6,4,504584.08
2023-10-23,HEAD001,Headphones Z,Headphones,5000,5018.92,0.0,5018.92,4581.75,112,253,0,0,10,0,4,562119.36
2023-10-24,HEAD001,Headphones Z,Headphones,5000,5536.79,0.0,5536.79,4609.81,81,172,0,0,10,1,4,448479.72
2023-10-25,HEAD001,Headphones Z,Headphones,5000,4443.61,0.05,4221.43,4595.72,186,345,0,0,10,2,4,785185.33
2023-10-26,HEAD001,Headphones Z,Headphones,5000,4957.44,0.0,4957.44,4454.96,103,242,0,0,10,3,4,510616.27
2023-10-27,HEAD001,Headphones Z,Headphones,5000,4749.09,0.1,4274.18,5879.85,206,239,0,0,10,4,4,880482.07
2023-10-28,HEAD001,Headphones Z,Headphones,5000,5732.19,0.15,4872.36,4970.46,171,68,0,1,10,5,4,833173.25
2023-10-29,HEAD001,Headphones Z,Headphones,5000,5586.71,0.05,5307.37,4920.71,72,294,0,1,10,6,4,382130.97
2023-10-30,HEAD001,Headphones Z,Headphones,5000,5725.57,0.0,5725.57,4100.35,66,228,0,0,10,0,4,377887.45
2023-10-31,HEAD001,Headphones Z,Headphones,5000,5330.69,0.05,5064.15,4563.65,110,118,0,0,10,1,4,557056.59
2023-11-01,HEAD001,Headphones Z,Headphones,5000,4309.04,0.2,3447.23,4043.69,127,219,1,0,11,2,4,437798.75
2023-11-02,HEAD001,Headphones Z,Headphones,5000,4451.65,0.1,4006.49,4935.44,225,235,0,0,11,3,4,901459.15
2023-11-03,HEAD001,Headphones Z,Headphones,5000,4892.53,0.1,4403.27,4054.21,234,293,0,0,11,4,4,1030366.33
2023-11-04,HEAD001,Headphones Z,Headphones,5000,4265.77,0.05,4052.48,5523.78,327,280,0,1,11,5,4,1325161.4
2023-11-05,HEAD001,Headphones Z,Headphones,5000,4899.26,0.15,4164.37,5071.08,278,271,0,1,11,6,4,1157695.11
2023-11-06,HEAD001,Headphones Z,Headphones,5000,4833.81,0.0,4833.81,5774.85,192,79,0,0,11,0,4,928092.08
2023-11-07,HEAD001,Headphones Z,Headphones,5000,4753.72,0.0,4753.72,5230.14,89,206,0,0,11,1,4,423081.48
2023-11-08,HEAD001,Headphones Z,Headphones,5000,5693.09,0.15,4839.12,5017.92,203,247,0,0,11,2,4,982342.29
2023-11-09,HEAD001,Headphones Z,Headphones,5000,4668.04,0.05,4434.64,5917.74,205,332,0,0,11,3,4,909101.08
2023-11-10,HEAD001,Headphones Z,Headphones,5000,5119.74,0.05,4863.76,4565.1,156,176,0,0,11,4,4,758746.11
2023-11-11,HEAD001,Headphones Z,Headphones,5000,4857.45,0.1,4371.71,5997.59,152,230,0,1,11,5,4,664499.55
2023-11-12,HEAD001,Headphones Z,Headphones,5000,5117.81,0.0,5117.81,4165.14,131,99,0,1,11,6,4,670433.47
2023-11-13,HEAD001,Headphones Z,Headphones,5000,4909.34,0.2,3927.48,5020.92,91,266,0,0,11,0,4,357400.27
2023-11-14,HEAD001,Headphones Z,Headphones,5000,4724.69,0.15,4015.98,4173.93,250,314,0,0,11,1,4,1003995.71
2023-11-15,HEAD001,Headphones Z,Headphones,5000,5699.84,0.0,5699.84,5889.41,114,200,0,0,11,2,4,649781.49
2023-11-16,HEAD001,Headphones Z,Headphones,5000,5106.28,0.1,4595.65,5819.19,170,273,0,0,11,3,4,781260.98
2023-11-17,HEAD001,Headphones Z,Headphones,5000,5466.03,0.15,4646.12,5896.74,215,58,0,0,11,4,4,998916.13
2023-11-18,HEAD001,Headphones Z,Headphones,5000,4492.17,0.05,4267.56,5921.49,58,251,0,1,11,5,4,247518.65
2023-11-19,HEAD001,Headphones Z,Headphones,5000,4271.29,0.0,4271.29,4515.26,231,234,0,1,11,6,4,986669.13
2023-11-20,HEAD001,Headphones Z,Headphones,5000,5289.36,0.2,4231.49,5466.32,268,218,0,0,11,0,4,1134039.51
2023-11-21,HEAD001,Headphones Z,Headphones,5000,4681.27,0.05,4447.2,5076.44,218,244,0,0,11,1,4,969490.35
2023-11-22,HEAD001,Headphones Z,Headphones,5000,4858.47,0.15,4129.7,4338.32,278,313,0,0,11,2,4,1148055.96
2023-11-23,HEAD001,Headphones Z,Headphones,5000,5529.98,0.0,5529.98,4996.67,122,191,0,0,11,3,4,674657.05
2023-11-24,HEAD001,Headphones Z,Headphones,5000,4590.89,0.2,3672.71,5087.57,202,374,0,0,11,4,4,741888.08
2023-11-25,HEAD001,Headphones Z,Headphones,5000,5022.75,0.2,4018.2,5980.57,386,281,0,1,11,5,4,1551025.37
2023-11-26,HEAD001,Headphones Z,Headphones,5000,4806.46,0.15,4085.49,5544.3,253,288,0,1,11,6,4,1033629.35
2023-11-27,HEAD001,Headphones Z,Headphones,5000,4826.77,0.15,4102.76,4693.92,282,216,0,0,11,0,4,1156977.66
2023-11-28,HEAD001,Headphones Z,Headphones,5000,5422.67,0.1,4880.4,4968.35,206,338,0,0,11,1,4,1005362.97
2023-11-29,HEAD001,Headphones Z,Headphones,5000,5114.73,0.0,5114.73,4684.14,150,188,0,0,11,2,4,767210.0
2023-11-30,HEAD001,Headphones Z,Headphones,5000,4607.43,0.0,4607.43,4448.77,170,240,0,0,11,3,4,783263.87
2023-12-01,HEAD001,Headphones Z,Headphones,5000,4641.27,0.15,3945.08,4018.17,250,381,0,0,12,4,4,986270.7
2023-12-02,HEAD001,Headphones Z,Headphones,5000,5016.64,0.15,4264.14,4891.04,338,363,0,1,12,5,4,1441280.88
2023-12-03,HEAD001,Headphones Z,Headphones,5000,5106.8,0.0,5106.8,5726.86,145,218,0,1,12,6,4,740485.82
2023-12-04,HEAD001,Headphones Z,Headphones,5000,5103.81,0.2,4083.05,5735.96,223,292,0,0,12,0,4,910519.65
2023-12-05,HEAD001,Headphones Z,Headphones,5000,5327.02,0.1,4794.32,4744.09,158,134,0,0,12,1,4,757502.42
2023-12-06,HEAD001,Headphones Z,Headphones,5000,4936.85,0.0,4936.85,4788.96,148,231,0,0,12,2,4,730653.87
2023-12-07,HEAD001,Headphones Z,Headphones,5000,4615.99,0.0,4615.99,5933.47,204,235,0,0,12,3,4,941662.56
2023-12-08,HEAD001,Headphones Z,Headphones,5000,4621.45,0.0,4621.45,4696.1,181,54,0,0,12,4,4,836481.99
2023-12-09,HEAD001,Headphones Z,Headphones,5000,5699.93,0.2,4559.95,4886.88,51,326,0,1,12,5,4,232557.28
2023-12-10,HEAD001,Headphones Z,Headphones,5000,5039.14,0.0,5039.14,5375.54,152,174,0,1,12,6,4,765949.44
2023-12-11,HEAD001,Headphones Z,Headphones,5000,5354.71,0.0,5354.71,4103.31,90,84,0,0,12,0,4,481923.88
2023-12-12,HEAD001,Headphones Z,Headphones,5000,4829.43,0.1,4346.49,4706.95,79,346,0,0,12,1,4,343372.58
2023-12-13,HEAD001,Headphones Z,Headphones,5000,4986.53,0.0,4986.53,4641.47,122,224,0,0,12,2,4,608356.62
2023-12-14,HEAD001,Headphones Z,Headphones,5000,4714.2,0.05,4478.49,5949.81,205,341,0,0,12,3,4,918091.29
2023-12-15,HEAD001,Headphones Z,Headphones,5000,4917.07,0.0,4917.07,5153.09,168,173,0,0,12,4,4,826067.62
2023-12-16,HEAD001,Headphones Z,Headphones,5000,4612.4,0.1,4151.16,5362.56,184,222,0,1,12,5,4,763813.76
2023-12-17,HEAD001,Headphones Z,Headphones,5000,5160.99,0.0,5160.99,4177.16,141,81,0,1,12,6,4,727699.11
2023-12-18,HEAD001,Headphones Z,Headphones,5000,4346.14,0.0,4346.14,5192.29,86,301,0,0,12,0,4,373768.22
2023-12-19,HEAD001,Headphones Z,Headphones,5000,4566.45,0.15,3881.49,5683.24,258,384,0,0,12,1,4,1001423.55
2023-12-20,HEAD001,Headphones Z,Headphones,5000,5515.72,0.05,5239.93,4920.66,125,259,0,0,12,2,4,654991.67
2023-12-21,HEAD001,Headphones Z,Headphones,5000,4450.67,0.1,4005.6,5906.61,225,305,0,0,12,3,4,901260.11
2023-12-22,HEAD001,Headphones Z,Headphones,5000,4548.64,0.2,3638.91,4695.64,316,304,0,0,12,4,4,1149896.22
2023-12-23,HEAD001,Headphones Z,Headphones,5000,5067.2,0.2,4053.76,4251.29,284,347,0,1,12,5,4,1151268.21
2023-12-24,HEAD001,Headphones Z,Headphones,5000,4608.13,0.0,4608.13,4427.09,177,170,0,1,12,6,4,815638.6
2023-12-25,HEAD001,Headphones Z,Headphones,5000,5306.05,0.0,5306.05,4434.91,141,281,1,0,12,0,4,748152.65
2023-12-26,HEAD001,Headphones Z,Headphones,5000,4836.38,0.15,4110.92,5952.91,319,218,0,0,12,1,4,1311383.39
2023-12-27,HEAD001,Headphones Z,Headphones,5000,5450.21,0.05,5177.7,4483.32,116,102,0,0,12,2,4,600612.74
2023-12-28,HEAD001,Headphones Z,Headphones,5000,4725.36,0.05,4489.09,4533.59,102,374,0,0,12,3,4,457887.02
2023-12-29,HEAD001,Headphones Z,Headphones,5000,5416.59,0.1,4874.93,5716.65,208,166,0,0,12,4,4,1013986.0
2023-12-30,HEAD001,Headphones Z,Headphones,5000,4789.51,0.0,4789.51,5374.47,156,232,0,1,12,5,4,747164.08
2023-12-31,HEAD001,Headphones Z,Headphones,5000,4341.36,0.2,3473.09,5403.13,197,399,0,1,12,6,4,684198.07
2024-01-01,HEAD001,Headphones Z,Headphones,5000,4863.77,0.1,4377.4,4658.76,237,162,1,0,1,0,1,1037442.97
2024-01-02,HEAD001,Headphones Z,Headphones,5000,5399.37,0.15,4589.46,4608.19,177,350,0,0,1,1,1,812334.95
2024-01-03,HEAD001,Headphones Z,Headphones,5000,4690.88,0.0,4690.88,4892.65,134,216,0,0,1,2,1,628577.27
2024-01-04,HEAD001,Headphones Z,Headphones,5000,5289.38,0.2,4231.5,5974.74,198,233,0,0,1,3,1,837837.85
2024-01-05,HEAD001,Headphones Z,Headphones,5000,5243.48,0.05,4981.3,5219.36,140,93,0,0,1,4,1,697382.42
2024-01-06,HEAD001,Headphones Z,Headphones,5000,4484.54,0.1,4036.09,5503.6,94,214,0,1,1,5,1,379392.36
2024-01-07,HEAD001,Headphones Z,Headphones,5000,4662.0,0.2,3729.6,4948.87,203,231,0,1,1,6,1,757108.61
2024-01-08,HEAD001,Headphones Z,Headphones,5000,5118.97,0.1,4607.07,5778.0,171,60,0,0,1,0,1,787809.5
2024-01-09,HEAD001,Headphones Z,Headphones,5000,5197.58,0.0,5197.58,5037.5,51,277,0,0,1,1,1,265076.77
2024-01-10,HEAD001,Headphones Z,Headphones,5000,4599.29,0.0,4599.29,4984.0,125,152,0,0,1,2,1,574910.98
2024-01-11,HEAD001,Headphones Z,Headphones,5000,4522.65,0.0,4522.65,5008.27,130,282,0,0,1,3,1,587943.9
2024-01-12,HEAD001,Headphones Z,Headphones,5000,4637.16,0.15,3941.59,4927.97,214,68,0,0,1,4,1,843499.67
2024-01-13,HEAD001,Headphones Z,Headphones,5000,5641.62,0.0,5641.62,5735.4,72,288,0,1,1,5,1,406196.54
2024-01-14,HEAD001,Headphones Z,Headphones,5000,4409.32,0.1,3968.39,5551.75,287,272,0,1,1,6,1,1138927.55
2024-01-15,HEAD001,Headphones Z,Headphones,5000,5401.65,0.2,4321.32,4227.93,206,66,0,0,1,0,1,890191.41
2024-01-16,HEAD001,Headphones Z,Headphones,5000,5501.49,0.0,5501.49,5154.71,68,264,0,0,1,1,1,374101.13
2024-01-17,HEAD001,Headphones Z,Headphones,5000,4937.55,0.0,4937.55,5057.41,97,167,0,0,1,2,1,478941.89
2024-01-18,HEAD001,Headphones Z,Headphones,5000,5208.44,0.15,4427.18,4162.89,163,341,0,0,1,3,1,721629.99
2024-01-19,HEAD001,Headphones Z,Headphones,5000,4688.98,0.0,4688.98,5090.86,114,227,0,0,1,4,1,534544.02
2024-01-20,HEAD001,Headphones Z,Headphones,5000,5287.47,0.0,5287.47,5590.02,105,122,0,1,1,5,1,555183.84
2024-01-21,HEAD001,Headphones Z,Headphones,5000,4406.47,0.15,3745.5,4291.03,135,277,0,1,1,6,1,505642.39
2024-01-22,HEAD001,Headphones Z,Headphones,5000,5042.28,0.1,4538.06,4934.52,144,133,0,0,1,0,1,653479.99
2024-01-23,HEAD001,Headphones Z,Headphones,5000,5224.33,0.1,4701.9,5736.0,146,223,0,0,1,1,1,686477.49
2024-01-24,HEAD001,Headphones Z,Headphones,5000,5189.08,0.1,4670.17,4150.56,123,100,0,0,1,2,1,574431.38
2024-01-25,HEAD001,Headphones Z,Headphones,5000,4323.96,0.15,3675.37,4514.96,89,243,0,0,1,3,1,327107.84
2024-01-26,HEAD001,Headphones Z,Headphones,5000,4640.07,0.1,4176.06,4770.12,275,348,1,0,1,4,1,1148417.83
2024-01-27,HEAD001,Headphones Z,Headphones,5000,5165.56,0.0,5165.56,5669.95,132,216,0,1,1,5,1,681854.46
2024-01-28,HEAD001,Headphones Z,Headphones,5000,4418.75,0.0,4418.75,5471.84,161,55,0,1,1,6,1,711419.51
2024-01-29,HEAD001,Headphones Z,Headphones,5000,5208.66,0.15,4427.36,4681.92,63,359,0,0,1,0,1,278923.84
2024-01-30,HEAD001,Headphones Z,Headphones,5000,4645.33,0.15,3948.53,4558.26,263,96,0,0,1,1,1,1038462.9
2024-01-31,HEAD001,Headphones Z,Headphones,5000,4286.97,0.1,3858.27,5393.38,102,286,0,0,1,2,1,393543.53
2024-02-01,HEAD001,Headphones Z,Headphones,5000,5504.57,0.2,4403.65,5948.88,227,59,0,0,2,3,1,999629.52
2024-02-02,HEAD001,Headphones Z,Headphones,5000,4347.92,0.1,3913.12,5643.68,61,210,0,0,2,4,1,238700.54
2024-02-03,HEAD001,Headphones Z,Headphones,5000,5221.01,0.2,4176.81,4256.7,219,207,0,1,2,5,1,914721.51
2024-02-04,HEAD001,Headphones Z,Headphones,5000,5723.72,0.0,5723.72,5823.64,89,118,0,1,2,6,1,509411.42
2024-02-05,HEAD001,Headphones Z,Headphones,5000,4309.92,0.0,4309.92,4724.59,129,364,0,0,2,0,1,555979.93
2024-02-06,HEAD001,Headphones Z,Headphones,5000,5302.25,0.2,4241.8,4918.69,174,190,0,0,2,1,1,738073.01
2024-02-07,HEAD001,Headphones Z,Headphones,5000,4890.34,0.1,4401.31,4938.05,179,267,0,0,2,2,1,787834.11
2024-02-08,HEAD001,Headphones Z,Headphones,5000,5211.63,0.15,4429.88,4623.31,166,101,0,0,2,3,1,735360.87
2024-02-09,HEAD001,Headphones Z,Headphones,5000,4349.08,0.0,4349.08,5945.14,96,396,0,0,2,4,1,417511.96
2024-02-10,HEAD001,Headphones Z,Headphones,5000,4966.8,0.1,4470.12,4710.57,182,214,0,1,2,5,1,813562.01
2024-02-11,HEAD001,Headphones Z,Headphones,5000,5243.35,0.05,4981.18,5430.64,123,91,0,1,2,6,1,612685.24
2024-02-12,HEAD001,Headphones Z,Headphones,5000,4723.5,0.1,4251.15,4250.5,95,363,0,0,2,0,1,403859.48
2024-02-13,HEAD001,Headphones Z,Headphones,5000,4309.7,0.0,4309.7,5195.36,157,206,0,0,2,1,1,676622.22
2024-02-14,HEAD001,Headphones Z,Headphones,5000,5586.25,0.05,5306.94,4898.08,93,113,0,0,2,2,1,493545.03
2024-02-15,HEAD001,Headphones Z,Headphones,5000,4365.45,0.15,3710.64,5341.53,123,339,0,0,2,3,1,456408.19
2024-02-16,HEAD001,Headphones Z,Headphones,5000,4616.98,0.0,4616.98,4842.6,130,209,0,0,2,4,1,600207.74
2024-02-17,HEAD001,Headphones Z,Headphones,5000,5565.68,0.15,4730.83,4486.36,163,277,0,1,2,5,1,771125.06
2024-02-18,HEAD001,Headphones Z,Headphones,5000,4538.74,0.05,4311.8,4203.76,183,94,0,1,2,6,1,789059.9
2024-02-19,HEAD001,Headphones Z,Headphones,5000,5480.76,0.0,5480.76,5520.07,73,375,0,0,2,0,1,400095.57
2024-02-20,HEAD001,Headphones Z,Headphones,5000,5515.59,0.05,5239.81,4876.09,92,283,0,0,2,1,1,482062.84
2024-02-21,HEAD001,Headphones Z,Headphones,5000,5069.71,0.0,5069.71,4182.71,93,190,0,0,2,2,1,471483.45
2024-02-22,HEAD001,Headphones Z,Headphones,5000,5123.65,0.05,4867.47,4373.18,98,92,0,0,2,3,1,477012.06
2024-02-23,HEAD001,Headphones Z,Headphones,5000,4526.37,0.0,4526.37,4114.0,94,376,0,0,2,4,1,425479.06
2024-02-24,HEAD001,Headphones Z,Headphones,5000,5510.52,0.0,5510.52,4035.0,68,308,0,1,2,5,1,374715.51
2024-02-25,HEAD001,Headphones Z,Headphones,5000,5109.16,0.0,5109.16,5638.99,109,199,0,1,2,6,1,556897.94
2024-02-26,HEAD001,Headphones Z,Headphones,5000,4774.42,0.05,4535.7,5192.69,129,70,0,0,2,0,1,585105.37
2024-02-27,HEAD001,Headphones Z,Headphones,5000,4289.91,0.05,4075.42,5470.46,72,323,0,0,2,1,1,293430.02
2024-02-28,HEAD001,Headphones Z,Headphones,5000,5121.13,0.05,4865.08,5483.37,128,195,0,0,2,2,1,622729.89
2024-02-29,HEAD001,Headphones Z,Headphones,5000,4558.82,0.0,4558.82,4704.96,106,89,0,0,2,3,1,483235.24
2024-03-01,HEAD001,Headphones Z,Headphones,5000,4444.79,0.0,4444.79,5352.39,98,355,0,0,3,4,1,435588.98
2024-03-02,HEAD001,Headphones Z,Headphones,5000,5694.1,0.0,5694.1,5256.69,78,277,0,1,3,5,1,444139.71
2024-03-03,HEAD001,Headphones Z,Headphones,5000,4408.48,0.0,4408.48,5625.7,163,114,0,1,3,6,1,718581.51
2024-03-04,HEAD001,Headphones Z,Headphones,5000,5177.43,0.2,4141.94,5562.92,120,383,0,0,3,0,1,497033.04
2024-03-05,HEAD001,Headphones Z,Headphones,5000,5501.69,0.0,5501.69,4112.43,75,308,0,0,3,1,1,412626.55
2024-03-06,HEAD001,Headphones Z,Headphones,5000,5526.28,0.15,4697.34,4572.27,149,159,0,0,3,2,1,699903.25
